职位名称,公司ID,公司名称,公司规模,职位领域,工作经验,工作地点,工资水平,学历,工作性质,公司标签,职位优势
高级python,97882,达观数据,150-500人,人工智能,3-5年,上海,20k-30k,本科,全职,"['AI人工智能', 'NLP', '技术领先', '市场口碑佳']",技术强 发展空间大 人工智能 薪资福利优
python工程师兼运维,29211,圆通,2000人以上,物流丨运输,1-3年,杭州,6k-8k,本科,全职,"['技能培训', '免费班车', '专项奖金', '岗位晋升']",双休，不加班
python开发工程师,118502747,中政方圆,150-500人,"信息安全,软件开发",1-3年,北京,9k-12k,不限,全职,"['专项奖金', '交通补助', '午餐补助', '通讯津贴']",中政方圆
后端工程师/架构师(Go/Python),7030,触宝,500-2000人,"移动互联网,数据服务",3-5年,上海,25k-50k,本科,全职,"['美股上市', '行业独角兽', '年底双薪', '绩效奖金']",美股上市 牛人团队 亿级日活 福利待遇佳
python开发工程师,58140,北京天空卫士网络安全,150-500人,"信息安全,移动互联网",1-3年,北京,12k-20k,本科,全职,"['入职分股票', '住房通迅补贴', '年内启动B轮', '薪水高']",五险一金，股票股权，补充医疗，定期体检等
高级Python开发工程师,23682,新意互动,500-2000人,广告营销,3-5年,北京,18k-36k,本科,全职,"['年终分红', '绩效奖金', '五险一金', '交通补助']",五险一金，双休，不加班
python研发工程师（中级）,106289,PALMAX,150-500人,移动互联网,1-3年,成都,9k-12k,本科,全职,"['绩效奖金', '交通补助', '定期体检', '午餐补助']",成长快 团队氛围好 餐补 试用期全薪
Python开发工程师,498595,BaseBit AI 翼方健数,50-150人,医疗丨健康,1-3年,上海,12k-20k,本科,全职,"['带薪年假', '弹性工作', '年度旅游', '节日礼物']",发展快速；晋升空间；股权激励
数据分析师（会python）,123497,蚁城科技,50-150人,"移动互联网,数据服务",1-3年,上海,12k-20k,本科,全职,"['扁平管理', '技能培训', '领导好', '项目奖金']",大数据
Python后端开发工程师,120579310,小冰,50-150人,人工智能,1-3年,北京,15k-25k,本科,全职,[],弹性工作制；五险一金、补充商业保险、餐补等
python开发工程师,427393,凌动电子,50-150人,"移动互联网,电商",3-5年,广州,15k-25k,本科,全职,[],五险一金；双休
python爬虫工程师,37197,我查查,150-500人,移动互联网,3-5年,上海,15k-25k,本科,全职,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",年轻 创新 氛围好
Python（极验验证）,7682,极验,50-150人,"信息安全,数据服务",3-5年,武汉,9k-18k,不限,全职,"['股票期权', '绩效奖金', '交通补助', '带薪年假']",双休+弹性工作制+五险一金+餐补
python开发工程师,327338,溪流科技,15-50人,"移动互联网,数据服务",1-3年,成都,7k-10k,本科,全职,[],成长空间 团队文化 六险一金 周末双休
Python工程师,157269,映云科技,50-150人,"企业服务,物联网",不限,昆明,6k-12k,本科,全职,"['开源软件', '全球运营', '股票期权', '带薪年假']","期权,奖金,各类补贴,节日福利"
python爬虫工程师,84502297,法本信息,2000人以上,"企业服务,软件开发",不限,上海,10k-15k,本科,全职,[],六险一金
Python 开发工程师,167844,永安在线,150-500人,信息安全,1-3年,深圳,12k-18k,本科,全职,"['股票期权', '绩效奖金', '扁平管理', '福利待遇丰厚']",大牛多 空间大 坚持双休
python工程师,146756,贵州电商云,50-150人,"电商,数据服务",不限,贵阳,6k-12k,本科,全职,"['交通补助', '带薪年假', '绩效奖金', '通讯津贴']",五险一金 氛围好 工作环境好
python高级开发工程师,54255,深圳市比一比网络科技有限公司,50-150人,"电商,数据服务",3-5年,深圳,15k-25k,本科,全职,"['技能培训', '股票期权', '带薪年假', '岗位晋升']",五险一金 双休 节日福利
Python课程设计,68524,编程猫,2000人以上,"移动互联网,教育",3-5年,深圳,12k-20k,本科,全职,"['专项奖金', '股票期权', '岗位晋升', '扁平管理']",重点项目，大咖云集
Python开发工程师,129,陌陌,500-2000人,社交,3-5年,北京,25k-40k,本科,全职,"['岗位晋升', '帅哥多', '管理规范', '技能培训']","完善的福利,团队精湛,技术挑战"
python开发工程师-机器人,320770,Aibee,150-500人,"移动互联网,企业服务",3-5年,北京,15k-30k,本科,全职,"['国际化团队', '计算机视觉', '语音识别', '自然语言理解']",人工智能 创业氛围
Python开发工程师(J11837),55046,朗新科技,2000人以上,"移动互联网,企业服务",1-3年,无锡,10k-15k,本科,全职,"['技能培训', '年底双薪', '带薪年假', '岗位晋升']",上市公司 福利待遇好
Python开发-飞天园区,452066,博彦科技,2000人以上,"移动互联网,电商",不限,杭州,13k-20k,大专,全职,"['领导好', '技能培训', '管理规范', '扁平管理']",提供发展空间，大牛带队！！
python后端开发工程师,124652,微创软件,2000人以上,"企业服务,移动互联网",1-3年,苏州,10k-15k,本科,全职,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",待遇好，氛围好
python开发（ID:ZY）,150030,北京瑞友,2000人以上,电商,1-3年,上海,13k-16k,本科,全职,[],外企风格，中文工作环境、不加班、双休、节假日
Python Designer for Open Stack（SH-smd）,150030,北京瑞友,2000人以上,电商,不限,上海,8k-15k,本科,全职,[],五险一金 主流技术 领导nice
资深python开发工程师,29211,圆通,2000人以上,物流丨运输,5-10年,上海,15k-25k,本科,全职,"['技能培训', '免费班车', '专项奖金', '岗位晋升']",上市公司，前景好，晋升空间广阔，待遇好
python运维开发工程师,29211,圆通,2000人以上,物流丨运输,5-10年,上海,20k-35k,本科,全职,"['技能培训', '免费班车', '专项奖金', '岗位晋升']",大牛团队，大平台
python开发工程师,451,腾讯,2000人以上,社交,1-3年,成都,10k-18k,本科,全职,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",大平台，内部晋升，带薪年假，年度旅游
Python研发工程师,125102,格上添富,150-500人,"移动互联网,金融",不限,北京,15k-25k,本科,全职,"['绩效奖金', '带薪年假', '午餐补助', '定期体检']",弹性工作，扁平化管理，零食水果
python中级开发工程师,432370,哥本巷,15-50人,"移动互联网,数据服务",3-5年,武汉,10k-20k,本科,全职,"['绩效奖金', '午餐补助', '带薪年假', '节日礼物']",五险一金，餐补，带薪年假，双休
Python答疑老师实习生（可远程实习）,13789,扇贝,150-500人,"移动互联网,教育",在校/应届,南京,4k-6k,本科,实习,"['节日礼物', '带薪年假', '扁平管理', '定期体检']","团队棒,个人成长快"
python开发工程师,113036,平方和投资,15-50人,金融,不限,北京,10k-20k,本科,全职,"['年终分红', '午餐补助', '通讯津贴', '技能培训']",牛人团队 地铁周边 扁平管理
python开发工程师,589105,车艺尚汽车服务（上海）有限公司,150-500人,汽车丨出行,3-5年,上海,12k-16k,本科,全职,[],五险一金
python实训讲师,102212,达内集团,2000人以上,"移动互联网,教育",3-5年,北京,15k-20k,本科,全职,"['技能培训', '股票期权', '专项奖金', '带薪年假']",高薪 上市企业 管理 金股奖励
python人工智能讲师,102212,达内集团,2000人以上,"移动互联网,教育",3-5年,北京,20k-30k,本科,全职,"['技能培训', '股票期权', '专项奖金', '带薪年假']",上市公司 六险一金 周末双休 绩效奖金
Python高级工程师,11783,Wisdom Garden,50-150人,教育,5-10年,西安,15k-30k,不限,全职,"['敏捷开发', 'Mac高配', '六险一金', '扁平化管理']",弹性扁平 福利棒 大牛同你一起飞
Python开发主管,102234,创源微致,50-150人,移动互联网,5-10年,苏州,25k-30k,本科,全职,"['带薪年假', '岗位晋升', '扁平管理', '领导好']",发展平台
Python开发主管,102234,创源微致,50-150人,移动互联网,5-10年,苏州,25k-30k,本科,全职,"['带薪年假', '岗位晋升', '扁平管理', '领导好']",发展平台
python开发,68486,数闰信息,50-150人,"电商,金融",不限,上海,20k-40k,本科,全职,[],高薪 海量平台
python研发工程师,98285,国美金控,2000人以上,金融,5-10年,北京,30k-40k,本科,全职,"['岗位晋升', '扁平管理', '五险一金', '互联网金融']","大平台,新项目,领导卓越"
Python开发工程师（武汉）,118473896,高登世德金融,50-150人,"金融,软件开发",3-5年,武汉,10k-15k,本科,全职,"['带薪年假', '弹性工作', '扁平管理', '管理规范']",五险一金，周末双休，金融科技，扁平管理
Python开发工程师（贵阳）,118473896,高登世德金融,50-150人,"金融,软件开发",3-5年,贵阳,7k-12k,本科,全职,"['带薪年假', '弹性工作', '扁平管理', '管理规范']","五险一金,专业培训,周末双休,扁平管理"
python开发工程师,3038,Gridsum 国双,500-2000人,"数据服务,企业服务",1-3年,北京,10k-20k,本科,全职,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",上市大数据人工智能公司、与技术大牛共事
openstack研发工程师/架构（Python）,18139,京东集团,2000人以上,电商,5-10年,北京,25k-50k,本科,全职,"['五险一金', '带薪年假', '免费班车', '定期体检']",弹性工作、六险一金
Python开发工程师,60169,信易科技,15-50人,金融,在校/应届,上海,10k-20k,本科,全职,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']","核心产品,六险一金,上市公司,周末双休"
智能硬件感知系统研发工程师（Python/Golang）,18139,京东集团,2000人以上,电商,3-5年,北京,20k-40k,本科,全职,"['五险一金', '带薪年假', '免费班车', '定期体检']",云计算 AI IOT
Go/Python软件开发工程师-教育BG-合肥,21655,讯飞启明,150-500人,教育,3-5年,合肥,10k-15k,本科,全职,"['年底双薪 ', '股票期权 ', '专项奖金 ', '五险一金 ']",优秀的团队
Python 后端开发工程师,312779,LeetCode 领扣网络,50-150人,移动互联网,1-3年,上海,18k-25k,本科,全职,"['年底双薪', '绩效奖金', '午餐补助', '扁平管理']",不加班 餐补 带薪假 定期体检 零食下午茶
知识图谱部-python工程师,1575,百度,2000人以上,工具,1-3年,北京,25k-35k,本科,全职,"['股票期权', '弹性工作', '五险一金', '免费班车']",15.5薪，团队nice
Python后端开发工程师 (MJ006889),106303,搜狐集团,2000人以上,"移动互联网,广告营销",1-3年,北京,15k-25k,本科,全职,"['节日礼物', '项目奖金', '弹性工作时间', '15天年假']",集团基础架构中心，团队氛围好，稳定性高
Python后台开发工程师,90570,松茂科技,50-150人,移动互联网,3-5年,深圳,12k-20k,本科,全职,"['朝十晚六', '周末双休', '年轻团队', '扁平管理']",十点上班，年终奖，业务稳定，技术分享
核心客户端开发工程师【Python】,20727,淘乐网络,150-500人,游戏,1-3年,深圳,10k-20k,本科,全职,"['骨干配车', '免费三餐', '五险一金', '年度旅游']","包食宿,待遇优,弹性上下班"
Python开发工程师 (MJ001596),182070,深信服科技集团,2000人以上,"信息安全,企业服务",1-3年,深圳,14k-28k,本科,全职,"['三餐全包', '大牛超多', '年终奖超多', '大公司，稳定']",上市公司、成长快、发展好、五险一金
高级python工程师,486733,微微科技有限公司,150-500人,"电商,人工智能",5-10年,深圳,15k-25k,本科,全职,"['外企', '带薪年假', '领导好', '管理规范']",五险一金　１６薪　双休
培训讲师（Excel/python数据分析）,240675,TogoCareer,150-500人,教育,1-3年,北京,10k-15k,本科,全职,[],python、excel、数据分析
Python后端开发,422506,纳纳科技,50-150人,"企业服务,数据服务",3-5年,上海,15k-25k,本科,全职,"['年底双薪', '专项奖金', '交通补助', '定期体检']",平台好 业务稳 氛围好 福利多
python开发工程师,22995,blue-dot,15-50人,"移动互联网,社交",1-3年,北京,14k-20k,大专,全职,"['节日礼物', '项目奖金', '年终奖金', '舒适办公室']",五险一金 团队氛围超级好，技术大牛带你飞
Python全栈工程师,76799,因诺,15-50人,金融,3-5年,北京,25k-35k,本科,全职,"['扁平管理', '技能培训', '领导好', '弹性工作']","扁平管理,牛人团队,绩效奖金,六险一金"
后端开发工程师（Python） - 有道事业群707,329,网易,2000人以上,电商,5-10年,北京,30k-60k,本科,全职,"['节日礼物', '技能培训', '免费班车', '带薪年假']",平台好，福利高
python研发工程师（架构方向）,34600,LEOMASTER,15-50人,移动互联网,3-5年,深圳,18k-30k,本科,全职,"['五险一金', '弹性工作', '绩效奖金', '带薪年假']",项目前景好，薪资福利佳
python后端,149649,南京擎盾,150-500人,移动互联网,3-5年,南京,8k-16k,本科,全职,"['带薪年假', '定期体检', '绩效奖金', '股票期权']","五险一金,定期体检,周末双休,节日福利"
python开发工程师(OpenCV方向）,120615624,九强通信,50-150人,"硬件,软件开发",1-3年,成都,5k-9k,大专,全职,[],加班少 晋升空间大 团队氛围好
python后端开发工程师,34600,LEOMASTER,15-50人,移动互联网,1-3年,深圳,12k-20k,本科,全职,"['五险一金', '弹性工作', '绩效奖金', '带薪年假']",办公环境好，薪资福利佳
研发工程师-Python(J12759),30648,绿盟科技,500-2000人,信息安全,1-3年,北京,13k-25k,本科,全职,"['技能培训', '节日礼物', '股票期权', '带薪年假']",上市公司
